"","head [cm]","age [years]"
"5167",51.5,13.96
"5168",56.6,13.97
"5169",51.3,13.97
"5170",54.4,13.97
"5172",55.9,13.97
"5173",56.9,13.97
"5174",52.8,13.98
"5175",57.1,13.98
"5176",52.2,13.98
"5177",59.1,13.98
"5178",58.2,13.98
"5179",57,13.99
"5180",59.5,13.99
"5181",55,13.99
"5182",56,13.99
"5183",54.6,13.99
"5185",52,14
"5186",58.9,14
"5187",55.4,14
"5188",57,14.01
"5189",54.3,14.01
"5190",56.8,14.02
"5191",53.3,14.03
"5192",58.5,14.03
"5193",53.8,14.03
"5194",58,14.03
"5195",54,14.03
"5196",56,14.03
"5197",55.2,14.03
"5198",54.4,14.04
"5199",57.3,14.04
"5200",55.8,14.04
"5201",56.5,14.04
"5202",53.7,14.04
"5203",54.9,14.04
"5204",58.8,14.05
"5205",54.9,14.05
"5206",52.7,14.05
"5207",51,14.05
"5208",54.1,14.05
"5209",56,14.05
"5210",56,14.06
"5211",57.1,14.06
"5212",54.7,14.06
"5214",57,14.06
"5215",55,14.06
"5216",56.6,14.06
"5217",54.3,14.06
"5218",53.2,14.07
"5219",55.1,14.07
"5220",56.1,14.07
"5221",54.6,14.07
"5222",57.2,14.07
"5223",58.4,14.07
"5224",57.5,14.08
"5225",59.1,14.08
"5226",55,14.08
"5227",61.2,14.08
"5228",56.4,14.08
"5230",54.4,14.09
"5231",58,14.09
"5232",55.1,14.09
"5234",55.5,14.09
"5235",55,14.1
"5236",54.1,14.1
"5237",53.7,14.1
"5238",53.2,14.1
"5239",54.8,14.1
"5240",57,14.1
"5241",52.8,14.11
"5242",52.7,14.11
"5243",56.8,14.11
"5244",54,14.11
"5245",52.5,14.11
"5246",51.9,14.11
"5247",53.6,14.12
"5248",52,14.12
"5249",55.7,14.12
"5250",56.2,14.13
"5251",53.9,14.13
"5252",55,14.13
"5253",55.4,14.13
"5256",55.3,14.14
"5257",53.3,14.14
"5259",53,14.14
"5260",53.8,14.14
"5261",56.5,14.14
"5263",57.4,14.16
"5264",54.7,14.16
"5266",54.5,14.16
"5267",55.9,14.17
"5268",56,14.17
"5269",55.6,14.17
"5270",53.2,14.18
"5271",52,14.18
"5272",56.6,14.18
"5273",56,14.18
"5274",56.8,14.18
"5275",57.1,14.18
"5276",52,14.19
"5277",58.1,14.19
"5278",55.7,14.19
"5280",58.9,14.2
"5281",52.2,14.2
"5282",54.9,14.2
"5283",54.5,14.2
"5284",52.7,14.2
"5286",56.8,14.21
"5287",57.6,14.21
"5288",53.9,14.21
"5289",54.6,14.21
"5290",56.4,14.21
"5291",54.9,14.21
"5292",54,14.22
"5293",53,14.22
"5294",51.5,14.22
"5295",56.2,14.22
"5296",54.5,14.23
"5297",55.5,14.23
"5298",56,14.24
"5299",58.6,14.24
"5300",54.1,14.24
"5301",53.2,14.24
"5302",51.7,14.24
"5303",55,14.24
"5304",54.9,14.24
"5305",55.1,14.25
"5306",56.5,14.25
"5307",55.9,14.26
"5308",56.2,14.26
"5310",51.8,14.26
"5311",55,14.26
"5312",58,14.26
"5313",56.1,14.27
"5314",59.3,14.27
"5315",56.5,14.27
"5316",53.8,14.27
"5317",56.4,14.28
"5318",54.5,14.28
"5319",58,14.28
"5320",57,14.28
"5321",55,14.28
"5322",55.1,14.29
"5323",55,14.29
"5324",53.5,14.29
"5325",56.2,14.29
"5326",55.1,14.3
"5327",50.5,14.3
"5328",53.8,14.3
"5329",57,14.3
"5331",55.1,14.3
"5332",58.9,14.31
"5333",53.8,14.31
"5334",54.4,14.31
"5335",53.1,14.31
"5336",54,14.31
"5337",58.9,14.31
"5338",55.5,14.31
"5339",56,14.32
"5340",55.3,14.32
"5341",52,14.32
"5342",53.3,14.33
"5343",54.9,14.33
"5344",53.8,14.35
"5346",55.2,14.35
"5347",56.4,14.35
"5348",55,14.36
"5349",58.5,14.36
"5350",54,14.36
"5352",57.1,14.36
"5353",57.5,14.37
"5354",56.6,14.37
"5355",56.1,14.37
"5356",54.7,14.38
"5358",57.8,14.38
"5359",58.5,14.39
"5362",56.6,14.4
"5363",56,14.4
"5364",56.8,14.4
"5365",52.1,14.4
"5366",56.8,14.41
"5367",56.5,14.41
"5368",56.7,14.41
"5369",56.7,14.41
"5370",55.3,14.42
"5371",56.9,14.42
"5373",55.4,14.43
"5374",54,14.43
"5376",53,14.43
"5377",55,14.43
"5378",55.4,14.44
"5380",58.9,14.44
"5381",56.7,14.44
"5382",56.2,14.45
"5383",55,14.45
"5384",52.7,14.45
"5385",55.5,14.45
"5386",54.5,14.45
"5387",52.1,14.46
"5388",54.5,14.46
"5389",52.5,14.46
"5390",56.5,14.46
"5391",56.3,14.47
"5392",54,14.47
"5393",53,14.48
"5394",56.6,14.48
"5395",56.4,14.48
"5396",55,14.48
"5397",55.8,14.49
"5398",60.3,14.49
"5399",54.8,14.49
"5400",54.7,14.49
"5401",57,14.49
"5402",57.2,14.49
"5403",54.8,14.5
"5404",55.9,14.51
"5405",53.8,14.51
"5406",57.2,14.51
"5407",57.2,14.52
"5408",53.5,14.52
"5409",55.4,14.53
"5410",65,14.53
"5411",56.5,14.53
"5412",56,14.53
"5413",56.9,14.53
"5415",58.2,14.54
"5416",57.3,14.54
"5417",55.9,14.54
"5419",56.8,14.55
"5420",55,14.55
"5421",54.3,14.55
"5422",54.4,14.55
"5423",56,14.55
"5424",56.9,14.55
"5425",58,14.56
"5426",53.7,14.56
"5428",54,14.57
"5429",54,14.57
"5430",56.3,14.57
"5431",56.3,14.57
"5432",55.7,14.58
"5433",56.5,14.58
"5434",55,14.58
"5435",51.6,14.58
"5437",56.3,14.58
"5438",53.7,14.59
"5439",57.4,14.59
"5440",56.6,14.6
"5441",55,14.6
"5442",57,14.6
"5444",57.5,14.6
"5445",55,14.6
"5446",57.6,14.61
"5447",53,14.61
"5448",54.3,14.61
"5449",53.5,14.61
"5450",56.2,14.62
"5452",54.5,14.63
"5454",55.4,14.63
"5455",54.5,14.64
"5456",56.9,14.64
"5457",55.6,14.64
"5458",56,14.64
"5459",55.4,14.64
"5460",53.8,14.64
"5461",53.9,14.65
"5462",57,14.65
"5463",58,14.65
"5464",55.8,14.65
"5465",57.6,14.66
"5466",53.8,14.66
"5467",56.7,14.66
"5468",54.2,14.66
"5469",56.4,14.66
"5470",58.1,14.66
"5472",54,14.67
"5473",55.9,14.67
"5474",55,14.67
"5475",57,14.67
"5476",57.1,14.67
"5477",56.5,14.67
"5478",56.7,14.67
"5479",55.7,14.67
"5481",57.2,14.68
"5482",53.8,14.68
"5483",54.5,14.69
"5484",55.8,14.69
"5485",57,14.7
"5486",53.9,14.7
"5488",55.4,14.7
"5489",57.8,14.7
"5490",57.6,14.71
"5491",52.2,14.71
"5492",54.2,14.71
"5493",56.3,14.72
"5494",58.3,14.72
"5495",58,14.72
"5496",56.3,14.72
"5497",53.2,14.72
"5498",56.2,14.73
"5499",59.5,14.74
"5500",52.9,14.74
"5501",55.1,14.74
"5502",57.3,14.74
"5503",54.8,14.74
"5505",57,14.75
"5506",54.1,14.75
"5507",57.1,14.75
"5508",54.5,14.76
"5509",52,14.76
"5510",55.7,14.76
"5511",56.3,14.76
"5512",57.1,14.77
"5513",55.2,14.77
"5514",55.5,14.78
"5515",54.2,14.78
"5516",55,14.79
"5517",57,14.8
"5518",53.2,14.8
"5519",54.3,14.81
"5520",55,14.81
"5521",56.2,14.81
"5522",58.1,14.81
"5523",55.1,14.81
"5524",55.9,14.81
"5525",55.8,14.82
"5526",55,14.82
"5527",56.5,14.82
"5532",53.5,14.84
"5533",57.8,14.84
"5534",56.6,14.84
"5535",55.1,14.84
"5536",56.9,14.84
"5537",51.1,14.84
"5538",54.7,14.84
"5539",56,14.84
"5540",59.3,14.85
"5541",54,14.85
"5542",57.3,14.85
"5543",54.2,14.86
"5545",56.5,14.86
"5546",54.4,14.86
"5547",56.2,14.86
"5548",57,14.86
"5550",55.8,14.86
"5551",55.5,14.86
"5552",55.3,14.87
"5553",56,14.87
"5554",53,14.88
"5555",54.2,14.88
"5556",55,14.88
"5557",57.6,14.89
"5558",56.1,14.89
"5559",55.5,14.89
"5560",57,14.9
"5561",57,14.91
"5563",55.3,14.92
"5564",53.4,14.93
"5565",55,14.93
"5566",55.9,14.93
"5567",56,14.93
"5568",54,14.93
"5570",54,14.93
"5571",56.9,14.93
"5572",57.2,14.94
"5573",55.9,14.94
"5574",57,14.94
"5575",57.1,14.95
"5576",54.2,14.95
"5577",54,14.95
"5579",53,14.96
"5581",53.4,14.96
"5582",55,14.96
"5583",60,14.97
"5585",54.4,14.97
"5587",54.2,14.97
"5589",54.8,14.98
"5590",53.2,14.98
"5591",57.6,14.98
"5592",55.3,14.98
"5593",58,14.98
"5594",54.6,14.98
"5595",53.6,14.98
"5596",55.8,14.99
"5597",50.3,14.99
"5598",55.6,15
"5599",58.2,15
"5601",55.1,15
"5602",59.8,15
"5603",56.2,15.01
"5604",60.5,15.01
"5605",57.2,15.01
"5606",52.8,15.01
"5608",55,15.02
"5609",54.5,15.02
"5610",56.4,15.03
"5611",54.9,15.03
"5612",57,15.03
"5613",56.9,15.03
"5614",55,15.03
"5615",55.9,15.04
"5616",55.6,15.05
"5617",57.9,15.05
"5618",57.4,15.05
"5620",59.7,15.06
"5621",55.5,15.06
"5622",53.1,15.06
"5623",58,15.07
"5624",55.1,15.07
"5625",57,15.07
"5628",55.9,15.07
"5629",56.2,15.08
"5630",54.2,15.08
"5631",57,15.08
"5632",57.4,15.08
"5633",56.5,15.08
"5634",53.1,15.08
"5635",53.2,15.08
"5636",54.2,15.08
"5637",55.8,15.09
"5638",57,15.09
"5639",55,15.09
"5640",58.1,15.1
"5641",55.2,15.1
"5642",58.3,15.1
"5643",57.4,15.1
"5644",56.3,15.1
"5645",57,15.11
"5647",58.1,15.11
"5648",57.8,15.11
"5649",56,15.12
"5651",58.3,15.12
"5652",56.2,15.12
"5654",54.3,15.13
"5655",56.6,15.13
"5656",54,15.13
"5657",54.2,15.13
"5658",53,15.13
"5659",56.5,15.13
"5660",56.9,15.14
"5661",57.2,15.14
"5662",55.8,15.14
"5663",58,15.14
"5664",58.3,15.14
"5665",55.3,15.15
"5666",58.2,15.15
"5667",52.1,15.15
"5670",53.6,15.15
"5671",56.5,15.16
"5672",56.2,15.16
"5675",54.3,15.16
"5676",55.4,15.17
"5677",54,15.17
"5678",58.1,15.17
"5679",54.8,15.17
"5680",53.9,15.17
"5681",54.1,15.17
"5683",56.5,15.18
"5684",58,15.18
"5685",56,15.18
"5686",54,15.19
"5687",54.7,15.19
"5689",56.9,15.2
"5690",54.5,15.2
"5691",54,15.2
"5692",56.3,15.2
"5693",57,15.2
"5694",55.1,15.2
"5697",57.8,15.2
"5698",57.5,15.2
"5700",58.8,15.21
"5701",58.2,15.21
"5702",56.5,15.22
"5703",58.2,15.23
"5704",58.4,15.23
"5705",53.5,15.24
"5706",55.8,15.24
"5707",51.8,15.24
"5709",58.6,15.24
"5710",56,15.25
"5711",54.8,15.26
"5712",56.6,15.26
"5713",56.9,15.26
"5714",55.2,15.27
"5716",54.7,15.27
"5717",55.8,15.27
"5718",56.2,15.27
"5719",53.4,15.27
"5720",55.1,15.28
"5721",58,15.28
"5722",57.3,15.28
"5723",56.4,15.28
"5724",52.6,15.29
"5725",55.7,15.29
"5726",54.2,15.29
"5727",56.5,15.29
"5728",56.3,15.29
"5729",55.2,15.29
"5730",54.2,15.3
"5731",58,15.3
"5732",54.6,15.31
"5733",57.4,15.32
"5734",56,15.33
"5735",55.8,15.33
"5736",59.6,15.34
"5737",55.3,15.34
"5739",54.9,15.35
"5740",56.3,15.35
"5741",56.5,15.35
"5742",54.7,15.35
"5743",57,15.35
"5744",55,15.36
"5745",57,15.36
"5746",55.2,15.36
"5747",58.4,15.36
"5748",54.1,15.36
"5749",56.8,15.37
"5750",56.7,15.37
"5751",53,15.37
"5753",58.7,15.38
"5754",55.4,15.38
"5755",53.4,15.39
"5756",54.4,15.39
"5757",53.7,15.4
"5758",56.9,15.4
"5759",56.2,15.4
"5760",55.2,15.4
"5761",55.7,15.4
"5762",60.4,15.41
"5763",58,15.41
"5764",59.6,15.42
"5765",56.6,15.42
"5766",56,15.42
"5767",55.3,15.42
"5768",57.4,15.43
"5769",56,15.43
"5770",54.5,15.43
"5771",55.5,15.43
"5772",58.3,15.44
"5774",56,15.44
"5775",58.8,15.44
"5776",56.7,15.45
"5777",55.6,15.45
"5778",54.8,15.45
"5779",57.7,15.45
"5780",56.7,15.45
"5781",55.5,15.46
"5783",59.8,15.46
"5785",57,15.47
"5787",57,15.47
"5788",59,15.47
"5789",59.3,15.47
"5790",53.8,15.48
"5791",55.8,15.48
"5792",56,15.48
"5793",57.2,15.48
"5794",54.3,15.48
"5795",56.8,15.48
"5796",56.7,15.48
"5797",51.9,15.49
"5799",53.8,15.49
"5800",57.7,15.49
"5801",58,15.5
"5802",54.3,15.5
"5803",54.6,15.5
"5804",55.7,15.5
"5805",56,15.5
"5806",56.9,15.5
"5807",55.4,15.51
"5808",52.8,15.51
"5809",54.7,15.51
"5810",57.5,15.51
"5812",57.3,15.52
"5813",54.5,15.52
"5814",55.2,15.52
"5815",55,15.52
"5816",56.3,15.53
"5818",54.4,15.53
"5819",59.1,15.54
"5820",54.5,15.54
"5821",57.4,15.54
"5822",57.3,15.54
"5823",56.6,15.54
"5824",56.9,15.54
"5825",56.5,15.55
"5826",59.4,15.55
"5827",53.3,15.55
"5828",59.2,15.55
"5829",56.4,15.55
"5830",53.6,15.56
"5831",53.2,15.56
"5833",56,15.56
"5834",52,15.57
"5835",57.5,15.57
"5836",57,15.57
"5837",56.5,15.57
"5838",54.3,15.57
"5839",59.2,15.57
"5840",56.1,15.58
"5843",57.9,15.59
"5844",57.8,15.59
"5845",56,15.59
"5846",58,15.59
"5847",55.6,15.6
"5848",58.2,15.6
"5849",56.1,15.61
"5850",57,15.61
"5851",54.5,15.61
"5852",59.1,15.61
"5853",56.8,15.62
"5854",59.3,15.62
"5855",55,15.62
"5856",58.4,15.62
"5857",54.8,15.63
"5858",53.5,15.63
"5859",58,15.63
"5860",56.5,15.64
"5861",59.5,15.64
"5862",57,15.64
"5863",54.5,15.64
"5864",55.2,15.64
"5865",56.7,15.64
"5866",60.3,15.64
"5867",55,15.64
"5868",58,15.65
"5869",56.3,15.65
"5870",56.5,15.65
"5871",58.2,15.65
"5872",56.6,15.65
"5873",58.2,15.65
"5874",56,15.66
"5875",59.1,15.66
"5876",57.6,15.66
"5877",55.5,15.66
"5878",59.9,15.66
"5879",57.1,15.66
"5880",59.8,15.67
"5881",56,15.67
"5882",56,15.67
"5883",56.8,15.67
"5884",57.4,15.67
"5885",55.9,15.68
"5886",53.2,15.68
"5887",54.4,15.68
"5888",57.1,15.68
"5891",58.1,15.69
"5892",58.2,15.69
"5894",55.2,15.69
"5895",54.5,15.7
"5896",56.3,15.7
"5897",56.6,15.7
"5898",55.9,15.71
"5899",57.5,15.71
"5900",55.5,15.71
"5901",55,15.72
"5902",58,15.72
"5903",56.8,15.72
"5904",56.5,15.72
"5905",54.7,15.72
"5907",57.3,15.73
"5909",55,15.74
"5910",58,15.75
"5911",58.8,15.75
"5912",57.7,15.75
"5913",56.8,15.75
"5914",58.1,15.75
"5915",56.7,15.75
"5916",56,15.76
"5917",55.4,15.76
"5918",55,15.76
"5920",54.2,15.78
"5922",58.1,15.78
"5923",55.3,15.78
"5924",57.8,15.79
"5925",54.1,15.79
"5929",55,15.79
"5930",55.2,15.79
"5931",55.8,15.8
"5932",55.5,15.8
"5933",56,15.8
"5934",54.6,15.81
"5935",54.4,15.81
"5936",56.5,15.81
"5937",57.7,15.82
"5938",57,15.82
"5939",57.3,15.83
"5940",49.8,15.83
"5941",56.9,15.83
"5942",55.4,15.83
"5944",57,15.84
"5945",55.6,15.84
"5946",55.6,15.84
"5947",58,15.84
"5948",58.2,15.84
"5949",57.1,15.84
"5950",54.1,15.85
"5952",55.5,15.86
"5953",58.2,15.86
"5954",60.8,15.86
"5955",55.6,15.87
"5957",56.9,15.88
"5959",59,15.88
"5960",56.5,15.88
"5961",59.6,15.89
"5962",59.4,15.89
"5963",58.4,15.89
"5964",54.9,15.89
"5965",56.5,15.9
"5967",54,15.9
"5968",55.7,15.9
"5969",54.5,15.9
"5971",57.6,15.91
"5972",55.3,15.91
"5973",53.7,15.91
"5974",57.5,15.91
"5975",55,15.91
"5976",56.3,15.91
"5977",57.7,15.91
"5978",54.2,15.91
"5979",55,15.92
"5980",58.1,15.92
"5981",55.2,15.92
"5982",56.2,15.92
"5983",55,15.92
"5984",55.5,15.92
"5985",54.1,15.92
"5986",55.4,15.93
"5987",56.5,15.93
"5989",56.6,15.94
"5990",54.5,15.94
"5991",57,15.95
"5992",54.5,15.95
"5993",56.7,15.96
"5994",55.3,15.96
"5995",55,15.96
"5996",57,15.96
"5997",58.2,15.97
"5998",57.5,15.97
"5999",56.8,15.98
"6000",53.7,15.98
"6001",58.1,15.98
"6002",55.4,15.98
"6003",56.8,15.98
"6004",53.5,15.99
"6005",56.8,15.99
"6006",54.5,16
"6007",57.1,16
"6008",56.7,16
"6009",55,16
"6010",58.2,16
"6011",58.1,16.01
"6012",55.4,16.01
"6013",56,16.01
"6014",56.8,16.01
"6015",56.4,16.01
"6016",56,16.01
"6017",55.8,16.01
"6018",56,16.01
"6019",57,16.02
"6020",56.9,16.02
"6021",57.3,16.02
"6022",56.2,16.02
"6023",56.5,16.03
"6024",55.1,16.04
"6025",55.2,16.04
"6026",55.2,16.04
"6027",58,16.04
"6028",54.3,16.05
"6029",56.3,16.05
"6030",54.6,16.05
"6031",56.6,16.05
"6032",52.2,16.06
"6033",56,16.06
"6034",59.1,16.06
"6035",56.5,16.07
"6036",55.3,16.07
"6037",57,16.07
"6038",57.5,16.08
"6039",55.3,16.08
"6040",58.8,16.09
"6041",59.8,16.09
"6042",57.8,16.09
"6043",55.2,16.09
"6044",56.9,16.11
"6045",57.7,16.11
"6046",57.7,16.11
"6047",54.7,16.11
"6048",56.3,16.11
"6049",56.3,16.11
"6050",58.3,16.12
"6051",58,16.12
"6052",54.8,16.12
"6053",57,16.13
"6055",53.3,16.13
"6056",55.7,16.13
"6057",56,16.13
"6058",55,16.14
"6059",57.1,16.14
"6060",59.1,16.15
"6061",56.9,16.15
"6062",58.6,16.15
"6063",58.9,16.15
"6064",58.4,16.16
"6065",55.8,16.16
"6066",55.2,16.16
"6068",51.9,16.18
"6069",62.3,16.18
"6070",57.6,16.18
"6071",55,16.18
"6072",57.3,16.19
"6073",54.5,16.19
"6074",58.1,16.19
"6075",53.8,16.19
"6076",57.7,16.2
"6077",55,16.2
"6078",52.8,16.21
"6079",55.5,16.23
"6080",58,16.23
"6082",55.6,16.23
"6083",54.3,16.23
"6084",56.4,16.24
"6085",55.9,16.25
"6086",55.2,16.25
"6087",53.5,16.25
"6088",55,16.25
"6090",57,16.27
"6091",55.4,16.27
"6092",56,16.27
"6093",56.1,16.28
"6094",53.3,16.28
"6095",60.2,16.28
"6096",57.6,16.3
"6097",58.5,16.3
"6098",56,16.31
"6099",56,16.31
"6100",50.7,16.31
"6101",56.8,16.31
"6102",59,16.31
"6103",56.2,16.32
"6104",57.9,16.32
"6105",58.5,16.32
"6106",56.6,16.33
"6107",57.5,16.33
"6108",57.7,16.33
"6110",56.8,16.34
"6111",55.4,16.34
"6113",54.1,16.34
"6114",56,16.34
"6115",54.5,16.35
"6116",58.5,16.35
"6117",58,16.36
"6118",57.3,16.36
"6119",56.5,16.36
"6120",56.4,16.36
"6121",57.9,16.37
"6122",57.6,16.38
"6123",54.2,16.38
"6124",55.8,16.38
"6125",60,16.38
"6126",55.8,16.39
"6127",60,16.39
"6128",54.7,16.39
"6129",60.1,16.39
"6130",55,16.39
"6131",58.2,16.4
"6132",54,16.4
"6133",56,16.41
"6134",57.8,16.41
"6135",56.4,16.42
"6136",60.1,16.42
"6137",54,16.43
"6138",56,16.43
"6139",60,16.43
"6140",58.9,16.43
"6141",58.2,16.43
"6142",57,16.44
"6143",56,16.44
"6144",57,16.44
"6145",56.2,16.44
"6146",58,16.44
"6147",55.2,16.45
"6148",57.6,16.45
"6149",57.3,16.45
"6150",56.1,16.45
"6151",56.2,16.45
"6152",56.6,16.45
"6154",54.3,16.46
"6155",56,16.46
"6156",59,16.46
"6157",57,16.46
"6158",57,16.47
"6159",58,16.47
"6160",58,16.48
"6161",56,16.48
"6162",53.4,16.48
"6163",55.2,16.48
"6164",56,16.49
"6165",55.5,16.49
"6166",57.5,16.49
"6167",55.7,16.49
"6168",57.6,16.5
"6169",56.8,16.5
"6170",53.6,16.51
"6171",55,16.51
"6172",54.3,16.51
"6173",55.8,16.52
"6174",57.2,16.52
"6175",56.1,16.52
"6176",56.9,16.52
"6177",56.5,16.53
"6178",57.8,16.53
"6179",59.4,16.53
"6180",58.8,16.53
"6181",58,16.54
"6182",56.8,16.54
"6183",59.3,16.54
"6184",57.4,16.54
"6185",58,16.54
"6186",58.7,16.54
"6187",57.2,16.55
"6188",59,16.56
"6189",57,16.56
"6190",57.5,16.56
"6191",59.7,16.56
"6192",57,16.56
"6193",57,16.56
"6194",56.3,16.56
"6195",60.8,16.57
"6196",58.2,16.57
"6197",57.8,16.58
"6198",58.2,16.58
"6199",58.3,16.58
"6200",58.5,16.59
"6201",55,16.59
"6202",53,16.59
"6203",55.2,16.59
"6204",56.5,16.59
"6205",56.1,16.59
"6206",55.9,16.6
"6207",56.7,16.6
"6208",58.1,16.6
"6209",55.8,16.61
"6210",59.2,16.61
"6211",58.5,16.61
"6212",55,16.61
"6213",57.9,16.62
"6214",55.2,16.62
"6216",56.8,16.63
"6217",55.5,16.63
"6218",56,16.63
"6219",58.7,16.63
"6220",59.5,16.63
"6221",57,16.63
"6222",57.7,16.64
"6223",57.3,16.64
"6224",59.3,16.64
"6225",53.5,16.64
"6226",56.5,16.64
"6227",57.7,16.65
"6228",58.5,16.66
"6229",57.3,16.66
"6230",58,16.66
"6231",58.4,16.66
"6232",58.5,16.66
"6233",55.2,16.66
"6234",56,16.67
"6235",52.5,16.67
"6236",58,16.67
"6237",57.5,16.67
"6238",56.3,16.69
"6239",54.6,16.69
"6240",60.1,16.7
"6241",59.3,16.7
"6242",57.2,16.7
"6243",58.2,16.7
"6244",60,16.7
"6245",54,16.7
"6246",55.9,16.71
"6247",55.8,16.71
"6248",55.4,16.71
"6249",56.7,16.71
"6250",54.1,16.72
"6251",56.4,16.72
"6252",58.6,16.72
"6253",57.8,16.72
"6254",57.6,16.72
"6255",55.3,16.72
"6256",57.5,16.73
"6257",54.5,16.73
"6258",57,16.73
"6259",52.4,16.73
"6260",54.9,16.74
"6262",59.2,16.74
"6263",58,16.75
"6264",56.1,16.75
"6265",57.4,16.75
"6266",59.5,16.76
"6267",57.3,16.77
"6268",56.7,16.77
"6269",57.4,16.77
"6270",58,16.78
"6271",57.6,16.78
"6272",58.8,16.79
"6273",55,16.79
"6274",58,16.79
"6275",59,16.8
"6276",57,16.8
"6277",56,16.8
"6278",56.3,16.8
"6280",57,16.8
"6281",52.8,16.8
"6282",55,16.8
"6283",60.3,16.81
"6284",56.8,16.81
"6285",59.5,16.81
"6286",59.5,16.82
"6288",60.5,16.82
"6289",51,16.82
"6290",57,16.82
"6291",58.1,16.84
"6292",57.3,16.84
"6293",57.8,16.84
"6294",57.7,16.84
"6295",54.7,16.84
"6296",57.6,16.84
"6297",55.6,16.85
"6298",56.6,16.85
"6299",57.4,16.85
"6300",58.2,16.85
"6301",54,16.87
"6302",60,16.87
"6303",57.2,16.87
"6304",57.1,16.88
"6305",54.5,16.88
"6306",55.9,16.88
"6307",55.9,16.88
"6308",59,16.89
"6309",55.2,16.89
"6310",57.9,16.9
"6311",55.7,16.9
"6312",54.3,16.9
"6313",56,16.9
"6314",51.3,16.9
"6316",57,16.9
"6317",54.5,16.9
"6318",54.6,16.91
"6319",57.1,16.91
"6320",56,16.91
"6321",56,16.91
"6323",57.5,16.92
"6324",55.9,16.92
"6325",59.1,16.92
"6326",58.5,16.93
"6327",57.2,16.93
"6328",58,16.93
"6329",57.5,16.93
"6330",56.7,16.93
"6331",55.9,16.93
"6332",58.3,16.93
"6333",56,16.94
"6334",56.5,16.94
"6335",56.3,16.95
"6336",58,16.95
"6337",58.5,16.95
"6338",56.4,16.95
"6339",57.4,16.95
"6340",58.5,16.96
"6341",60,16.96
"6342",54.9,16.96
"6343",56.1,16.97
"6344",57.3,16.97
"6345",57.5,16.97
"6346",55.3,16.97
"6347",53.6,16.98
"6348",53.7,16.98
"6349",60,16.98
"6350",55.8,16.98
"6351",57.1,16.98
"6352",54.7,16.98
"6353",54,16.98
"6354",54.9,16.98
"6355",55.1,16.99
"6356",56.8,16.99
"6357",54.7,16.99
"6358",56,17
"6359",59.7,17
"6360",53.8,17
"6361",56,17
"6362",57,17
"6363",55,17
"6364",56.8,17
"6365",57.1,17
"6367",58,17.01
"6368",54.4,17.01
"6369",55,17.02
"6370",55.9,17.02
"6371",57.7,17.02
"6372",57.4,17.02
"6373",59,17.02
"6374",56,17.02
"6375",56.7,17.02
"6376",57.5,17.03
"6377",58.4,17.03
"6379",57,17.03
"6380",60.6,17.03
"6381",58.5,17.03
"6382",59,17.04
"6383",56.1,17.04
"6384",57,17.04
"6385",55.5,17.05
"6386",58.5,17.06
"6387",62,17.06
"6388",57.2,17.06
"6389",56,17.06
"6390",56.4,17.06
"6391",55.5,17.06
"6392",58.1,17.07
"6393",56.2,17.07
"6394",55,17.07
"6395",58.9,17.07
"6396",58,17.08
"6398",56.7,17.08
"6399",54.5,17.08
"6400",56.2,17.08
"6401",55.7,17.08
"6402",56.9,17.09
"6403",54.2,17.09
"6404",56,17.09
"6406",58,17.1
"6407",57.3,17.1
"6408",56.1,17.1
"6409",53.7,17.1
"6410",55.7,17.1
"6412",55.5,17.11
"6413",55.5,17.11
"6414",55.7,17.11
"6415",58,17.11
"6416",56.5,17.12
"6417",57.3,17.12
"6418",54.7,17.12
"6419",56.4,17.12
"6420",56.8,17.12
"6421",56.1,17.13
"6422",56.4,17.13
"6423",56,17.14
"6424",54.3,17.14
"6425",56.2,17.15
"6426",56,17.16
"6427",56.5,17.16
"6429",57.9,17.16
"6430",59.6,17.17
"6431",58.6,17.17
"6432",54.5,17.17
"6433",59.4,17.17
"6435",58.3,17.18
"6436",55,17.19
"6438",55.6,17.2
"6439",50.5,17.2
"6440",54.4,17.21
"6441",58,17.21
"6443",57,17.21
"6444",57.2,17.21
"6445",59.5,17.22
"6446",55.7,17.22
"6447",53.5,17.22
"6448",58.5,17.22
"6449",57,17.22
"6450",58,17.23
"6451",57,17.23
"6452",57.5,17.23
"6453",54.9,17.23
"6455",56.5,17.24
"6456",57.2,17.24
"6457",53.8,17.25
"6458",58.2,17.25
"6459",56.5,17.25
"6460",55.1,17.25
"6461",55.2,17.26
"6462",58,17.26
"6463",57,17.26
"6464",54.4,17.26
"6466",56,17.28
"6467",56.5,17.28
"6468",57.7,17.28
"6469",53.8,17.29
"6470",58.6,17.3
"6471",56,17.3
"6472",54.3,17.3
"6473",59,17.3
"6474",57,17.31
"6475",53.2,17.31
"6476",53.3,17.32
"6477",55,17.32
"6478",56.3,17.32
"6479",59.8,17.32
"6481",57.7,17.33
"6482",60.5,17.33
"6483",56.9,17.34
"6484",57.5,17.34
"6485",56.8,17.34
"6486",56.5,17.35
"6487",56.8,17.35
"6488",58.4,17.35
"6489",54.3,17.35
"6490",57.1,17.36
"6491",58,17.36
"6492",54,17.36
"6493",59,17.36
"6494",59.8,17.36
"6495",51.8,17.36
"6496",57,17.36
"6497",56.3,17.36
"6498",56.4,17.37
"6499",54.8,17.37
"6500",57,17.37
"6501",58.3,17.37
